# Energy Distribution Data
# Bin Centers (GeV), Muon Mean, Muon Std
0.3218413411523054, 3.384652301160985, 3.3324764218424905
0.33326779223858904, 2.0643826053633565, 2.013995633184409
0.34509992080545926, 2.159736570172804, 2.159736570172804
0.3573521297691855, 1.8450313717173141, 1.8450313717173141
0.3700393333980523, 2.4789877584359967, 2.4789877584359967
0.3831769754670771, 2.3939929493817047, 2.3939929493817047
0.39678104805728137, 2.2396650216374496, 2.197343557298656
0.41086811102240045, 2.6512669314472515, 2.6512669314472515
0.4254553121467256, 2.492987307026622, 2.4535181677392646
0.4405604080186184, 2.0171050743737844, 2.0171050743737844
0.45620178564510444, 2.0107834000176523, 2.0107834000176523
0.4723984848338585, 1.759793850255081, 1.6886998247034495
0.4891702213698251, 1.465049475557566, 1.4307212310282047
0.5065374110146873, 2.037338856710551, 1.932430867010939
0.5245211943583972, 2.623315284968631, 2.4899895447982945
0.54314346255302, 1.6889146991142254, 1.6889146991142254
0.5624268839602153, 1.3251943329579763, 1.295337376516945
0.5823949317447947, 1.8211949230245308, 1.7346950890097137
0.6030719124479426, 2.04395649300204, 1.988267097992736
0.624482995574883, 1.5148359961567703, 1.48794598458775
0.6466542442330082, 1.5072284337849204, 1.4552923176133412
0.6696126468577647, 1.4983617939340605, 1.4482063643600669
0.6933861500649129, 1.2402761310576789, 1.2402761310576789
0.7180036926691549, 1.3973772238648603, 1.3739896631223238
0.7434952409105371, 1.4651351831194344, 1.442549490499398
0.7698918249315085, 1.377667171596735, 1.3558558541728112
0.7972255765490377, 1.4023476063454705, 1.3812841138163494
0.8255297683677669, 1.3889913676997332, 1.3246207979960327
0.8548388542818149, 1.2072314503121238, 1.1875875666824154
0.885188511414531, 0.9391490487737817, 0.9391490487737817
0.9166156835472492, 1.157142204663321, 1.0762740257653722
0.9491586260899123, 1.1174683174489362, 1.1174683174489362
0.9828569526483024, 1.0791546928888374, 1.0791546928888374
1.0177516832445654, 0.7041585762762407, 0.7041585762762407
1.053885294249727, 1.0880251658301272, 1.0720914061816258
