1.550 1.329
1.600 1.330
1.653 1.330
1.710 1.330
1.771 1.331
1.837 1.331
1.908 1.331
1.984 1.332
2.067 1.332
2.157 1.333
2.255 1.333
2.362 1.334
2.480 1.335
2.611 1.336
2.756 1.337
2.918 1.338
3.100 1.339
3.307 1.341
3.543 1.343
3.815 1.346
4.133 1.349
4.509 1.354
4.960 1.362
